,Unnamed: 0,question,correct_answer,image_file,image_link,task_category,chart_type,text_input_type,dataset,x1,num_bars,facet,num_facets,reorder,description,min_label,max_label
353,353,How much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?,0.05,race_x1state_facetsex_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1state_facetsex_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,race,state,3,sex,2,large_to_small,"This data visualization is intended to show information about: marathon times of runners from different states across the United States. In this dataset, there are 2 reported genders “Men” and “Women” and 3 states spanning Virginia “VA), District Columbia (DC), and “Maryland (MD).",0,2.5
354,354,"On average, how long does it take women from DC to complete the race?",1.75,race_x1state_facetsex_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1state_facetsex_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,race,state,3,sex,2,large_to_small,"This data visualization is intended to show information about: marathon times of runners from different states across the United States. In this dataset, there are 2 reported genders “Men” and “Women” and 3 states spanning Virginia “VA), District Columbia (DC), and “Maryland (MD).",0,2.5
355,355,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",2.0,storms_x1status_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetnone_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,storms,status,3,none,1,alph,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
356,356,"Within people who report being very happy, how much higher are education levels between the region with the highest education level compared to the region with the lowest education level? ",2.5,happiness_x1happy_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1happy_facetnone_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,happiness,happy,3,none,1,alph,"This data visualization is intended to show information about: education levels of people who report different levels of happiness across different regions of the United States. In this dataset, there are 3 levels of happiness categorized as “very happy”, “pretty happy”, and “not too happy” and 4 regions spanning the East Coast, Midwest, South, and West Coast.",0,20.0
357,357,"On average, how many more orders of large pepperoni pizzas are made compared to large Hawaiian pizzas?",0.4,pizza_x1size_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1size_facetnone_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,pizza,size,3,none,1,alph,"This data visualization is intended to show information about: number of pizza orders for different kinds of pizzas across different sizes. In this dataset, there are 4 kinds of pizzas “bbq chicken”, “deluxe”, “hawaiian”, and “pepperoni” and 3 different sizes of large (L), medium (M), and small (S).",0,10.0
358,358,"On average, what is the reading score of 3rd graders who are in regular sized classrooms? ",573.0,star_x1grade_facetclass_type_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetclass_type_reorderalph_colorgrey20.png,retrieve_value,barchart,open_ended_question,star,grade,4,class_type,3,alph,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
359,359,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",667.6,flights_x1carrier_facetorigin_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetorigin_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,flights,carrier,4,origin,3,alph,"This data visualization is intended to show information about:  distances that different airline carriers travel when departing from different NYC Tri-State airports. In this dataset, there are 4 airline carriers called “United”, “Delta”, “JetBlue”, and “American” and 3 airports called “EWR”, “JFK”, and “LGA”.",0,2000.0
360,360,"On average, what is the distance traveled by flights departing from JFK?",1202.19,flights_x1origin_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetnone_reorderalph_colorgrey20.png,retrieve_value,barchart,open_ended_question,flights,origin,3,none,1,alph,"This data visualization is intended to show information about:  distances that different airline carriers travel when departing from different NYC Tri-State airports. In this dataset, there are 4 airline carriers called “United”, “Delta”, “JetBlue”, and “American” and 3 airports called “EWR”, “JFK”, and “LGA”.",0,2000.0
361,361,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",667.6,flights_x1origin_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetnone_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,flights,origin,3,none,1,alph,"This data visualization is intended to show information about:  distances that different airline carriers travel when departing from different NYC Tri-State airports. In this dataset, there are 4 airline carriers called “United”, “Delta”, “JetBlue”, and “American” and 3 airports called “EWR”, “JFK”, and “LGA”.",0,2000.0
362,362,"On average, what is the distance that American Airlines travels when departing from JFK?",1446.2,flights_x1carrier_facetorigin_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetorigin_reorderalph_colorgrey20.png,retrieve_value,barchart,open_ended_question,flights,carrier,4,origin,3,alph,"This data visualization is intended to show information about:  distances that different airline carriers travel when departing from different NYC Tri-State airports. In this dataset, there are 4 airline carriers called “United”, “Delta”, “JetBlue”, and “American” and 3 airports called “EWR”, “JFK”, and “LGA”.",0,2000.0
363,363,"On average, what is the education level of people who report being pretty happy?",13.49,happiness_x1region_facethappy_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1region_facethappy_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,happiness,region,4,happy,3,large_to_small,"This data visualization is intended to show information about: education levels of people who report different levels of happiness across different regions of the United States. In this dataset, there are 3 levels of happiness categorized as “very happy”, “pretty happy”, and “not too happy” and 4 regions spanning the East Coast, Midwest, South, and West Coast.",0,20.0
364,364,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,0.05,happiness_x1happy_facetregion_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1happy_facetregion_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,happiness,happy,3,region,4,alph,"This data visualization is intended to show information about: education levels of people who report different levels of happiness across different regions of the United States. In this dataset, there are 3 levels of happiness categorized as “very happy”, “pretty happy”, and “not too happy” and 4 regions spanning the East Coast, Midwest, South, and West Coast.",0,20.0
